LAND        ,NAME                                            ,DATUM           ,DAUER   ,WO        ,KATEGORIE                ,GENRES                                                                                                                            ,STADT                     ,BUNDESLAND       ,BESUCHER    ,URL                                  ,PREIS(AB)
Deutschland ,FEUERTANZ FESTIVAL                              ,21.06. - 22.06. ,2 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Irish/Metal/Mittelalter                                                                                                      ,Abenberg                  ,keine Daten      ,5000        ,          ,€ 99.00
Deutschland ,FIELD INVASION FESTIVAL                         ,11.07. - 13.07. ,3 Tage  ,draußen   ,Metal Festivals          ,Hardcore (Metal)/Metal/Rock                                                                                                       ,Urbach                    ,keine Daten      ,700         ,          ,n.v.
Deutschland ,FINKENBACH FESTIVAL                             ,09.08. - 10.08. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Reggae/Rock/Ska/Sonstiges                                                                                                         ,Finkenbach-Oberzent       ,keine Daten      ,2500        ,          ,€ 85.00
Deutschland ,FOLKFIELD FESTIVAL                              ,13.09. - 14.09. ,2 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Gothic/Irish/Mittelalter/Rock                                                                                                ,Gelsenkirchen             ,keine Daten      ,6000        ,          ,€ 131.50
Deutschland ,FONSSTOCK FESTIVAL                              ,07.06. - 08.06. ,2 Tage  ,draußen   ,Punk Festivals           ,Punk/Rock                                                                                                                         ,Nordenham                 ,keine Daten      ,2000        ,          ,n.v.
Deutschland ,FREAK VALLEY FESTIVAL                           ,30.05. - 01.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Gothic/Hardcore (Metal)/Metal/Rock                                                                                                ,Netphen                   ,keine Daten      ,2500        ,          ,€ 145.00
Deutschland ,FREIENFELSER RITTERSPIELE                       ,09.05. - 12.05. ,4 Tage  ,draußen   ,Mittelalter Festivals    ,Mittelalter                                                                                                                       ,Weinbach / Freienfels     ,keine Daten      ,20000       ,          ,n.v.
Deutschland ,FREILAND FESTIVAL                               ,23.08. - 26.08. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Film/Hip-Hop/Kunst & Kultur/Pop/Punk/Rock                                                                                   ,Alt Tellin                ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,FREQUENZEN-FESTIVAL                             ,10.08.          ,1 Tag   ,draußen   ,Gemischte Festivals      ,Electro/Funk/Hip-Hop/Jazz/Latin/Reggae/Rock/Ska                                                                                   ,Meldorf                   ,keine Daten      ,keine Daten ,          ,€ 0.00
Deutschland ,FROSTFEUERNÄCHTE                                ,08.02. - 10.02. ,3 Tage  ,drinnen   ,Metal Festivals          ,Folk/Metal/Rock                                                                                                                   ,Heidesee OT Gräbendorf    ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,FUCK CANCER FESTIVAL                            ,16.03.          ,1 Tag   ,drinnen   ,Metal Festivals          ,Metal                                                                                                                             ,Ahrensburg                ,keine Daten      ,keine Daten ,          ,€ 15.00
Deutschland ,FULL FORCE FESTIVAL                             ,21.06. - 23.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Crossover/Deutschrock/Hardcore (Metal)/Metal/Punk/Rock                                                                            ,Gräfenhainichen           ,keine Daten      ,25000       ,          ,€ 149.95
Deutschland ,FUSION FESTIVAL                                 ,26.06. - 30.06. ,5 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Lärz                      ,keine Daten      ,70000       ,          ,n.v.
Deutschland ,FUTURUM - DAS BUNDESWEITE JAZZNACHWUCHSFESTIVAL ,11.04. - 13.04. ,3 Tage  ,drinnen   ,Jazz Festivals           ,Crossover/Funk/Jazz/Sonstiges                                                                                                     ,Leipzig                   ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,G.O.N.D. FESTIVAL                               ,17.07. - 21.07. ,5 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Punk/Rock                                                                                                             ,Schipkau                  ,keine Daten      ,20000       ,          ,€ 119.90
Deutschland ,GAMEVENTION                                     ,14.06. - 16.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Folk/Hardcore (Metal)/Metal/Pop/Reggae/Rock/Sonstiges/Sport                                                                       ,Neumünster                ,keine Daten      ,30000       ,          ,€ 50.00
Deutschland ,GLAUBITZ OPEN AIR / BACK TO FUTURE FESTIVAL     ,25.07. - 27.07. ,3 Tage  ,draußen   ,Punk Festivals           ,Punk/Ska                                                                                                                          ,Glaubitz                  ,keine Daten      ,3500        ,          ,n.v.
Deutschland ,GLÜCKSGEFÜHLE FESTIVAL                          ,12.09. - 15.09. ,4 Tage  ,draußen   ,Hip-Hop Festivals        ,Dance/Disco/Electro/Electronic Dance Music (EDM)/Hip-Hop/House/Pop/Rock                                                           ,Hockenheim                ,keine Daten      ,100000      ,          ,€ 159.00
Deutschland ,GODLESS MOUNTAIN OPEN AIR                       ,14.06. - 15.06. ,2 Tage  ,draußen   ,Metal Festivals          ,Hardcore (Metal)/Metal/Rock                                                                                                       ,Commerau / Klix           ,keine Daten      ,1000        ,          ,€ 49.00
Deutschland ,GÖSSNITZ OPEN AIR                               ,02.08. - 04.08. ,3 Tage  ,draußen   ,Rock Festivals           ,Metal/Punk/Rock                                                                                                                   ,Gößnitz                   ,keine Daten      ,2000        ,          ,n.v.
Deutschland ,GREAT LOVE WORLD FESTIVAL                       ,17.08. - 18.08. ,2 Tage  ,draußen   ,Electro Festivals        ,Electro/Electronic Dance Music (EDM)/Hardcore (Electro)                                                                           ,Radevormwald              ,keine Daten      ,keine Daten ,          ,€ 49.99
Deutschland ,GREEN JUICE FESTIVAL                            ,02.08. - 03.08. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Hip-Hop/House/Pop/Punk/Rock/Sonstiges/Techno                                                                                      ,Bonn                      ,keine Daten      ,7500        ,          ,€ 79.00
Deutschland ,GUT SANDBECK OPEN AIR                           ,02.08. - 03.08. ,2 Tage  ,draußen   ,Rock Festivals           ,Blues/Rock                                                                                                                        ,Osterholz-Scharmbeck      ,keine Daten      ,keine Daten ,          ,€ 27.00
Deutschland ,HABITAT FESTIVAL                                ,20.07. - 21.07. ,2 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Hamburg                   ,keine Daten      ,5000        ,          ,€ 60.00
Deutschland ,HAI IN DEN MAI FESTIVAL                         ,09.05. - 12.05. ,4 Tage  ,draußen   ,Electro Festivals        ,Electro/Goa/Trance                                                                                                                ,Stemwede / Wehdem         ,keine Daten      ,5000        ,          ,n.v.
Deutschland ,HAMBURG HARLEY DAYS                             ,28.06. - 30.06. ,3 Tage  ,draußen   ,Conventions              ,Deutschrock/Metal/Rock                                                                                                            ,Hamburg                   ,keine Daten      ,500000      ,          ,€ 0.00
Deutschland ,HAPPINESS FESTIVAL                              ,11.07. - 13.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Pop/Rock                                                                                                                          ,Karlsruhe                 ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,HARRY`S FULL METAL PARTY                        ,05.07. - 06.07. ,2 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Seewald Besenfeld         ,keine Daten      ,500         ,          ,n.v.
Deutschland ,HAUNE-ROCK FESTIVAL                             ,11.07. - 13.07. ,3 Tage  ,draußen   ,Rock Festivals           ,Metal/Pop/Punk/Rock                                                                                                               ,Haunetal                  ,keine Daten      ,4000        ,          ,€ 65.00
Deutschland ,HEADBANGERS OPEN AIR                            ,25.07. - 27.07. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Brande-Hörnerkirchen      ,keine Daten      ,2000        ,          ,€ 80.00
Deutschland ,HEAVEN & HILL FESTIVAL                          ,08.06.          ,1 Tag   ,draußen   ,Electro Festivals        ,Electro/Electronic Dance Music (EDM)/House/Trance                                                                                 ,Neukirchen-Vluyn          ,keine Daten      ,keine Daten ,          ,€ 19.90
Deutschland ,HEAVENS TOUR MUSIKFESTIVAL                      ,09.05.          ,1 Tag   ,draußen   ,Rock Festivals           ,Blues/Deutschrock/Hip-Hop/Pop/Rock                                                                                                ,Küsten                    ,keine Daten      ,keine Daten ,          ,€ 0.00
Deutschland ,HEIDEWITZKA FESTIVAL                            ,04.07. - 06.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Hardcore (Electro)/House                                                                                            ,Hildburghausen            ,keine Daten      ,5000        ,          ,n.v.
Deutschland ,HEIMBURGER METALNACHT FESTIVAL                  ,26.07. - 27.07. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Heimburg                  ,keine Daten      ,500         ,          ,€ 65.00
Deutschland ,HELL OVER HALEN FESTIVAL                        ,03.05. - 05.05. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Halen                     ,keine Daten      ,3000        ,          ,n.v.
Deutschland ,HELL OVER HAMMABURG                             ,01.03. - 02.03. ,2 Tage  ,drinnen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Hamburg                   ,keine Daten      ,keine Daten ,          ,€ 85.00
Deutschland ,HEROES FESTIVAL GEISELWIND                      ,14.06. - 15.06. ,2 Tage  ,draußen   ,Hip-Hop Festivals        ,Hip-Hop                                                                                                                           ,Geiselwind                ,keine Daten      ,10000       ,          ,€ 89.00
Deutschland ,HERZBERG FESTIVAL                               ,25.07. - 28.07. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Blues/Crossover/Deutschrock/Funk/Goa/Hardcore (Metal)/Kunst & Kultur/Metal/Pop/Punk/Reggae/Rock/Trance                            ,Breitenbach am Herzberg   ,keine Daten      ,12000       ,          ,€ 198.00
Deutschland ,HEXENTANZ WALPURGISSCHLACHT FESTIVAL            ,26.04. - 28.04. ,3 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Gothic/Metal/Mittelalter/Rock                                                                                                ,Losheim am See            ,keine Daten      ,keine Daten ,          ,€ 89.90
Deutschland ,HIGH FLAMES FESTIVAL                            ,14.06. - 15.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Hardcore (Metal)/Punk/Rock                                                                                                        ,Maasen                    ,keine Daten      ,1000        ,          ,€ 29.00
Deutschland ,HIGHWAY TO KELL OPEN AIR FESTIVAL               ,27.07.          ,1 Tag   ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Kell am See               ,keine Daten      ,2500        ,          ,n.v.
Deutschland ,HILL OF DREAMS FESTIVAL                         ,26.07. - 27.07. ,2 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Electronic Dance Music (EDM)/Hardcore (Electro)/House                                                               ,Bruchhausen Vilsen        ,keine Daten      ,4000        ,          ,n.v.
Deutschland ,HITECH UNIVERSE OPEN AIR FESTIVAL               ,11.05.          ,1 Tag   ,draußen   ,Electro Festivals        ,Goa                                                                                                                               ,Wittstock OT Zempow       ,keine Daten      ,keine Daten ,          ,€ 35.00
Deutschland ,HIVE FESTIVAL                                   ,07.06. - 09.06. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro/Electronic Dance Music (EDM)/Trance                                                                                       ,Gräfenhainichen           ,keine Daten      ,keine Daten ,          ,€ 130.00
Deutschland ,HOLTEBÜTTEL ROCKT FESTIVAL                      ,07.06. - 08.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Metal/Rock                                                                                                                        ,Langwedel                 ,keine Daten      ,1200        ,          ,€ 45.00
Deutschland ,HÖPENAIR FESTIVAL                               ,08.06.          ,1 Tag   ,draußen   ,Gemischte Festivals      ,Punk/Rock/Ska                                                                                                                     ,Schneverdingen            ,keine Daten      ,5000        ,          ,€ 0.00
Deutschland ,HORCH AMAL - DAS BLASMUSIKFESTIVAL              ,12.07. - 14.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Deutschrock/Disco/Film/Hip-Hop/House/Jazz/K-Pop/Klassik/Kunst & Kultur/Pop/Reggae/Rock/Schlager/Sonstiges/Trance/Volksmusik ,Sennfeld/Unterfranken     ,keine Daten      ,1500        ,          ,€ 0.00
Deutschland ,HÖRNERFEST                                      ,27.06. - 29.06. ,3 Tage  ,draußen   ,Mittelalter Festivals    ,Folk/Metal/Mittelalter/Rock                                                                                                       ,Brande-Hörnerkirchen      ,keine Daten      ,1500        ,          ,€ 75.00
Deutschland ,HURRICANE FESTIVAL                              ,21.06. - 23.06. ,3 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Metal/Pop/Punk/Rock                                                                                                   ,Scheeßel                  ,keine Daten      ,73000       ,          ,€ 219.00
Deutschland ,HUSSITENFEST BERNAU                             ,31.05. - 02.06. ,3 Tage  ,draußen   ,Mittelalter Festivals    ,Kunst & Kultur/Mittelalter                                                                                                        ,Bernau bei Berlin         ,keine Daten      ,20000       ,          ,n.v.
Deutschland ,HÜTTE ROCKT FESTIVAL                            ,10.08. - 12.08. ,3 Tage  ,draußen   ,Rock Festivals           ,Metal/Pirat/Punk/Rock                                                                                                             ,Georgsmarienhütte         ,keine Daten      ,5000        ,          ,€ 50.00
Deutschland ,IKARUS FESTIVAL                                 ,17.05. - 20.05. ,4 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House                                                                                                               ,Memmingerberg             ,keine Daten      ,35000       ,          ,€ 164.90
Deutschland ,IMMERGUT FESTIVAL                               ,30.05. - 01.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Pop/Rock                                                                                                                  ,Neustrelitz               ,keine Daten      ,5000        ,          ,€ 125.00
Deutschland ,IN FLAMMEN OPEN AIR                             ,11.07. - 13.07. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Torgau                    ,keine Daten      ,1500        ,          ,€ 69.90
Deutschland ,IN LITORE FESTIVAL                              ,09.08. - 10.08. ,2 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House                                                                                                               ,Westerdeichstrich         ,keine Daten      ,1500        ,          ,€ 55.00
Deutschland ,INTERNATIONALES BÜHLER BLUEGRASS FESTIVAL       ,03.05. - 04.05. ,2 Tage  ,drinnen   ,Country Festivals        ,Bluegrass                                                                                                                         ,Bühl                      ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,INTERNATIONALES DIXIELAND FESTIVAL              ,12.05. - 19.05. ,8 Tage  ,drinnen   ,Jazz Festivals           ,Jazz                                                                                                                              ,Dresden                   ,keine Daten      ,500000      ,          ,n.v.
Deutschland ,IRON FEST OPEN AIR                              ,23.05. - 25.05. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Schönenberg- Kübelberg    ,keine Daten      ,800         ,          ,n.v.
Deutschland ,JAZZBALTICA                                     ,27.06. - 30.06. ,4 Tage  ,draußen   ,Jazz Festivals           ,Jazz                                                                                                                              ,Timmendorfer Strand       ,keine Daten      ,17500       ,          ,n.v.
Deutschland ,JAZZOPEN                                        ,19.07. - 29.07. ,11 Tage ,draußen   ,Jazz Festivals           ,Jazz                                                                                                                              ,Stuttgart                 ,keine Daten      ,45000       ,          ,n.v.
Deutschland ,JEINSER BLUESFESTIVAL                           ,26.06. - 29.06. ,4 Tage  ,draußen   ,Blues Festivals          ,Blues                                                                                                                             ,Jeinsen                   ,keine Daten      ,700         ,          ,n.v.
Deutschland ,JENSEITS VON MILLIONEN FESTIVAL                 ,02.08. - 03.08. ,2 Tage  ,draußen   ,Rock Festivals           ,Deutschrock/Rock                                                                                                                  ,Friedland                 ,keine Daten      ,750         ,          ,€ 46.00
Deutschland ,JUICY BEATS FESTIVAL                            ,26.07. - 27.07. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/Pop/Rock                                                                                                          ,Dortmund                  ,keine Daten      ,52000       ,          ,n.v.
Deutschland ,KEEP IT REAL JAM                                ,08.08. - 10.08. ,3 Tage  ,draußen   ,Reggae Festivals         ,Afrika/Pop/Reggae                                                                                                                 ,Balingen                  ,keine Daten      ,3000        ,          ,€ 99.00
Deutschland ,KEEP IT TRUE FESTIVAL                           ,26.04. - 27.04. ,2 Tage  ,drinnen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Lauda-Königshofen         ,keine Daten      ,2500        ,          ,€ 129.00
Deutschland ,KESSEL FESTIVAL                                 ,31.05. - 01.06. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Deutschrock/Disco/Electro/Electronic Dance Music (EDM)/Folk/Hip-Hop/Jazz/Pop/Reggae                                         ,Stuttgart                 ,keine Daten      ,50000       ,          ,n.v.
Deutschland ,KINDHEITSTRAUM FESTIVAL                         ,29.06.          ,1 Tag   ,draußen   ,Electro Festivals        ,Electro/Electronic Dance Music (EDM)/House                                                                                        ,Speichersdorf             ,keine Daten      ,keine Daten ,          ,€ 39.00
Deutschland ,KINKY SUMMERFEST                                ,09.08. - 11.08. ,3 Tage  ,drinnen   ,Electro Festivals        ,Electro/Hardcore (Electro)/House/Sonstiges/Techno/Trance                                                                          ,Hamburg                   ,keine Daten      ,keine Daten ,          ,€ 49.00
Deutschland ,KLANGTHERAPIE FESTIVAL                          ,01.08. - 04.08. ,4 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/Trance                                                                                                              ,Plankenfels               ,keine Daten      ,3500        ,          ,n.v.
Deutschland ,KLEINFELDTURNIER ZERNIEN FESTIVAL               ,04.07. - 07.07. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Electro/Hardcore (Electro)/House/Pop/Schlager/Sport/Trance                                                                  ,Zernien                   ,keine Daten      ,2500        ,          ,€ 64.99
Deutschland ,KP-ONE FESTIVAL                                 ,05.07. - 06.07. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Dance/Electro/Electronic Dance Music (EDM)/Schlager/Sonstiges/Techno                                                              ,Wolfsburg                 ,keine Daten      ,4999        ,          ,€ 99.00
Deutschland ,KPOP LUX FESTIVAL                               ,12.07. - 13.07. ,2 Tage  ,drinnen   ,Pop Festivals            ,K-Pop                                                                                                                             ,Frankfurt am Main         ,keine Daten      ,70000       ,          ,€ 232.00
Deutschland ,KRAWALL'O'ROCK OPEN AIR                         ,09.08. - 10.08. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Büdesheim                 ,keine Daten      ,2500        ,          ,€ 64.95
Deutschland ,KULTURTAG OBERSCHEID                            ,16.08. - 18.08. ,3 Tage  ,draußen   ,Jazz Festivals           ,Jazz/Kunst & Kultur                                                                                                               ,Buchholz                  ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,LA FIESTA FESTIVAL (SAARLAND)                   ,19.05.          ,1 Tag   ,draußen   ,Schlager Festivals       ,Schlager                                                                                                                          ,Schiffweiler              ,keine Daten      ,7500        ,          ,€ 33.90
Deutschland ,LALAFESTIVAL                                    ,01.08. - 04.08. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Crossover/Electro/Hip-Hop/House/Jazz/Kunst & Kultur/Lesung/Punk/Rock/Ska                                                          ,Negenharrie               ,keine Daten      ,1500        ,          ,n.v.
Deutschland ,LANDES-MUSIK-FESTIVAL                           ,22.06.          ,1 Tag   ,draußen   ,Kunst & Kultur Festivals ,Afrika/Country/Crossover/Deutschrock/Folk/Hip-Hop/Jazz/Kunst & Kultur/Pop/Sonstiges/Volksmusik                                    ,Bruchsal                  ,keine Daten      ,15000       ,          ,€ 0.00
Deutschland ,LANGELN OPEN AIR                                ,06.07.          ,1 Tag   ,draußen   ,Rock Festivals           ,Metal/Punk/Rock/Ska                                                                                                               ,Langeln                   ,keine Daten      ,500         ,          ,n.v.
Deutschland ,LATIN AIRPORT FESTIVAL                          ,20.07.          ,1 Tag   ,draußen   ,Latin Festivals          ,Dance/Latin                                                                                                                       ,Nürnberg                  ,keine Daten      ,12500       ,          ,€ 99.00
Deutschland ,LET THE BAD TIMES ROLL OPEN AIR                 ,28.06. - 29.06. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Metal/Punk/Rock/Rockabilly/Ska                                                                                                    ,Krummhörn – Manslagt      ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,LOTT FESTIVAL                                   ,02.08. - 04.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Blues/Electro/Folk/Hip-Hop/House/Jazz/Pop/Rock/Ska                                                                                ,Raversbeuren              ,keine Daten      ,8000        ,          ,n.v.
Deutschland ,LOVE EXPLOSION FESTIVAL                         ,13.06. - 16.06. ,4 Tage  ,draußen   ,Electro Festivals        ,Electro/Goa/House/Techno/Trance                                                                                                   ,Quarnstedt                ,keine Daten      ,5000        ,          ,€ 59.90
Deutschland ,LOVE MUSIC FESTIVAL                             ,21.06. - 23.06. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Electronic Dance Music (EDM)/Hip-Hop/Trance                                                                               ,Magdeburg                 ,keine Daten      ,25000       ,          ,€ 24.90
Deutschland ,LUEGSTOCK FESTIVAL                              ,21.06. - 22.06. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Pop/Rock/Sonstiges                                                                                                                ,Oberaudorf                ,keine Daten      ,1000        ,          ,€ 26.00
Deutschland ,M.I.S.E. OPEN AIR                               ,30.05. - 01.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Homberg An Der Ohm        ,keine Daten      ,1000        ,          ,€ 96.66
Deutschland ,M’ERA LUNA FESTIVAL                             ,10.08. - 11.08. ,2 Tage  ,draußen   ,Gothic Festivals         ,Deutschrock/Electro/Folk/Gothic/Metal/Rock                                                                                        ,Hildesheim                ,keine Daten      ,25000       ,          ,€ 145.00
Deutschland ,MACHMA LAUDAAA FESTIVAL                         ,22.06.          ,1 Tag   ,draußen   ,Schlager Festivals       ,Disco/Electronic Dance Music (EDM)/Schlager                                                                                       ,Hille                     ,keine Daten      ,1000        ,          ,€ 23.94
Deutschland ,MALLE CUP OPEN AIR                              ,27.07.          ,1 Tag   ,draußen   ,Schlager Festivals       ,Crossover/Pop/Schlager/Volksmusik                                                                                                 ,Bardowick                 ,keine Daten      ,2000        ,          ,n.v.
Deutschland ,MATCH BÖRNER OPEN AIR                           ,12.07. - 13.07. ,2 Tage  ,draußen   ,Gemischte Festivals      ,Comedy/Deutschrock/Pop/Punk/Rock                                                                                                  ,Norderstedt               ,keine Daten      ,8000        ,          ,€ 84.90
Deutschland ,MAYDAY                                          ,30.04.          ,1 Tag   ,drinnen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Dortmund                  ,keine Daten      ,15000       ,          ,n.v.
Deutschland ,MEAD & GREED FESTIVAL                           ,15.03. - 16.03. ,2 Tage  ,drinnen   ,Metal Festivals          ,Folk/Metal/Mittelalter                                                                                                            ,Oberhausen                ,keine Daten      ,500         ,          ,€ 60.00
Deutschland ,MEDIVAL OPEN AIR                                ,12.07. - 14.07. ,3 Tage  ,draußen   ,Electro Festivals        ,Electro                                                                                                                           ,Gerstungen                ,keine Daten      ,1000        ,          ,€ 44.00
Deutschland ,MEGA MALLE-PARK-FESTIVAL                        ,17.08.          ,1 Tag   ,draußen   ,Gemischte Festivals      ,Pop/Schlager/Sonstiges/Volksmusik                                                                                                 ,Magdeburg                 ,keine Daten      ,15000       ,          ,€ 58.85
Deutschland ,MELT FESTIVAL                                   ,11.07. - 13.07. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Electro/Hip-Hop/Pop/Rock                                                                                                          ,Gräfenhainichen           ,keine Daten      ,20000       ,          ,€ 144.95
Deutschland ,METAL FRANCONIA FESTIVAL                        ,19.04. - 20.04. ,2 Tage  ,drinnen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Dettelbach                ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,METAL FRENZY FESTIVAL                           ,12.06. - 15.06. ,4 Tage  ,draußen   ,Metal Festivals          ,Deutschrock/Gothic/Hardcore (Metal)/Metal/Rock                                                                                    ,Gardelegen                ,keine Daten      ,2500        ,          ,€ 84.00
Deutschland ,METAL UNITED FESTIVAL                           ,01.08. - 03.08. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Obertraubling             ,keine Daten      ,keine Daten ,          ,€ 39.00
Deutschland ,METALHEADZ OPEN AIR                             ,10.05. - 11.05. ,2 Tage  ,draußen   ,Metal Festivals          ,Metal/Rock                                                                                                                        ,Oberndorf                 ,keine Daten      ,667         ,          ,€ 85.00
Deutschland ,MIDSUMMER BULLI FESTIVAL                        ,20.06. - 23.06. ,4 Tage  ,draußen   ,Gemischte Festivals      ,Kunst & Kultur/Pop                                                                                                                ,Burg auf Fehmarn          ,keine Daten      ,50000       ,          ,€ 0.00
Deutschland ,MIND ON FIRE FESTIVAL                           ,01.08. - 04.08. ,4 Tage  ,draußen   ,Kunst & Kultur Festivals ,Afrika/Dance/Deutschrock/Electro/Funk/Goa/Kunst & Kultur/Latin/Reggae/Rock/Salsa                                                  ,HERBSTEIN                 ,keine Daten      ,1500        ,          ,€ 109.00
Deutschland ,MITTSOMMERNÄCHTE BÄRENSTEIN                     ,21.06. - 23.06. ,3 Tage  ,draußen   ,Metal Festivals          ,Metal                                                                                                                             ,Bärenstein                ,keine Daten      ,500         ,          ,n.v.
Deutschland ,MOERS FESTIVAL                                  ,17.05. - 20.05. ,4 Tage  ,drinnen   ,Jazz Festivals           ,Jazz/Klassik/Kunst & Kultur/Pop/Rock/Sonstiges                                                                                    ,Moers                     ,keine Daten      ,35000       ,          ,n.v.
Deutschland ,MORGENLAND FESTIVAL OSNABRÜCK                   ,02.08. - 17.08. ,16 Tage ,drinnen   ,Gemischte Festivals      ,Disco/Electro/Film/Folk/Klassik/Kunst & Kultur                                                                                    ,Osnabrück                 ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,MOSHNMAY FESTIVAL                               ,26.04. - 28.04. ,3 Tage  ,drinnen   ,Metal Festivals          ,Metal                                                                                                                             ,Schapen                   ,keine Daten      ,1000        ,          ,n.v.
Deutschland ,MUSIK & STILLE UECKERMÜNDE FESTIVAL             ,09.08. - 11.08. ,3 Tage  ,draußen   ,Gemischte Festivals      ,Afrika/Dance/Deutschrock/Electro/Folk/Latin/Pop/Salsa                                                                             ,Ueckermünde               ,keine Daten      ,700         ,          ,€ 105.00
Deutschland ,NACHTIVILLE FESTIVAL                            ,19.01. - 22.01. ,4 Tage  ,drinnen   ,Electro Festivals        ,Electro                                                                                                                           ,Weissenhäuser Strand      ,keine Daten      ,keine Daten ,          ,€ 844.00
Deutschland ,NATURE ONE                                      ,01.08. - 04.08. ,4 Tage  ,draußen   ,Electro Festivals        ,Dance/Electro/House/Trance                                                                                                        ,Hasselbach                ,keine Daten      ,60000       ,          ,€ 109.00
Deutschland ,NDR 2 SPRINGSIDE FESTIVAL                       ,06.04.          ,1 Tag   ,drinnen   ,Gemischte Festivals      ,Dance/Pop/Rock                                                                                                                    ,Braunschweig              ,keine Daten      ,8000        ,          ,n.v.
Deutschland ,NIBIRII FESTIVAL                                ,23.08. - 25.08. ,3 Tage  ,draußen   ,Tanz Festivals           ,Electro/Goa/Techno                                                                                                                ,Düren                     ,keine Daten      ,15000       ,          ,€ 99.99
Deutschland ,NIG ROCK FESTIVAL                               ,31.05. - 01.06. ,2 Tage  ,draußen   ,Rock Festivals           ,Punk/Rock                                                                                                                         ,Geestland - Bad Bederkesa ,keine Daten      ,800         ,          ,n.v.
Deutschland ,NIPPON CONNECTION FESTIVAL                      ,28.05. - 02.06. ,6 Tage  ,drinnen   ,Film Festivals           ,Film/Kunst & Kultur                                                                                                               ,Frankfurt am Main         ,keine Daten      ,keine Daten ,          ,n.v.
Deutschland ,NOISEBRINGER FEST                               ,08.03. - 09.03. ,2 Tage  ,drinnen   ,Metal Festivals          ,Metal                                                                                                                             ,Bamberg                   ,keine Daten      ,550         ,          ,€ 0.00
